engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,66.817573,66.2197505,5.911947083525527,60.264125,74.235917
grep,20,5.56925015,5.5656254999999994,0.2869612518800322,5.019459,6.171209
