engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,94.9314375,95.70079150000001,2.1681578260836636,90.422,98.584208
grep,20,5.5086436,5.5788329999999995,0.3574003846562888,4.680375,6.05625
