engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,93.49778755,93.4040415,3.3430585661333887,90.479792,106.487417
grep,20,5.9217563,5.9277085,0.27408294778427167,5.39125,6.394375
