engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,625.7411293,615.0023335000001,32.68759238694316,604.132667,724.45025
grep,20,21.3790626,21.3807085,0.5166955853417183,20.321,22.239667
