engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,222.0535646,217.56593750000002,9.014548845780382,213.379042,240.87125
grep,20,9.22168335,9.2773125,0.39992897856274356,8.298792,9.787167
