engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,171.23422925,170.14499999999998,4.8659915070051,167.16225,189.540708
grep,20,21.0422084,20.951479499999998,0.4492544135918156,20.424084,22.274375
