engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,81.3832666,82.6675835,4.598532976651248,69.993375,85.711833
grep,20,5.41466255,5.455375,0.3888558050615293,4.6015,6.157917
