engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,91.7408999,92.10487499999999,1.6716982666250038,88.657167,94.529584
grep,20,5.9441834,6.023271,0.3130435074565094,5.102875,6.499417
