engine,runs,mean_ms,median_ms,sample_stdev_ms,min_ms,max_ms
java,20,87.63168745,87.27472900000001,3.5883852319508844,81.8785,97.756542
grep,20,5.6318146,5.751187,0.4310895699368727,4.714583,6.331333
